"dp","mdp_conf","mdp_rt","mdp_logit","auc1_conf","auc1_rt","auc1_logit","auc2_conf","auc2_rt","auc2_logit","sub","rn","exp"
0.661429484778846,0.477634368507477,0.403495690252068,0.489910475589467,0.662680450207977,0.655278933202838,0.666901149987766,0.568242235622123,0.557154898528172,0.577643778771964,43,"odd","Hainguerlot_2018"
1.31363680279255,0.76489424971611,0.618408387040796,0.700591106656626,0.789923664122137,0.782290076335878,0.78812213740458,0.616633105114781,0.587595650422876,0.613370922271446,44,"odd","Hainguerlot_2018"
1.10412097125529,0.327019518135677,0.268653770354391,0.4183051325346,0.735579564182384,0.728132820606727,0.740798388573521,0.560959310959311,0.543807543807544,0.573284823284823,46,"odd","Hainguerlot_2018"
0.678492543228504,1.13872678524703,0.347097543873573,1.20502645661863,0.725946275946276,0.662423687423687,0.728266178266178,0.697399527186761,0.564650643551353,0.703178355660625,47,"odd","Hainguerlot_2018"
1.16172078059269,0.895441514896419,0.791968023390004,1.10813255465888,0.771581196581197,0.768589743589744,0.786294261294261,0.636915204678363,0.591228070175439,0.660891812865497,48,"odd","Hainguerlot_2018"
0.706368142277221,1.11759130667327,-0.149017042156054,1.02894324535265,0.705487395470915,0.627906976744186,0.712415308551547,0.643281219077776,0.479879939309981,0.660927501814104,49,"odd","Hainguerlot_2018"
1.26394893888263,1.52225413270858,0.113185160829258,1.56526600025853,0.82787786259542,0.742198473282443,0.832732824427481,0.723090894732686,0.502053225933823,0.74251757087578,50,"odd","Hainguerlot_2018"
0.996139689089841,-0.21957574833673,-0.38635671650756,-0.150592279583873,0.68157958984375,0.667327880859375,0.685455322265625,0.482371451047701,0.443538582564543,0.483658728455982,52,"odd","Hainguerlot_2018"
1.56194509848331,1.13193276489374,-0.527127132679167,1.23064170472357,0.830492424242424,0.732251955034213,0.844483137829912,0.667049319727891,0.395960884353741,0.700382653061224,53,"odd","Hainguerlot_2018"
0.992005787993666,1.07284322552464,0.0884784484908771,1.12092261033325,0.768082768723677,0.69639260208753,0.773728865287188,0.676070943288279,0.50958306515054,0.689587356075234,54,"odd","Hainguerlot_2018"
2.74246237998411,2.19667761183384,1.53127054419138,2.52883756186275,0.961172161172161,0.941056166056166,0.969932844932845,0.79879993923743,0.691705909159957,0.826067142640134,56,"odd","Hainguerlot_2018"
0.931813795408908,0.970360125442593,0.56010748507271,1.1182846381598,0.744959677419355,0.711632453567937,0.759805718475073,0.646852425180598,0.584588923288614,0.673340213278294,57,"odd","Hainguerlot_2018"
1.07887207739825,1.12503909646612,0.746712723475675,1.17641649793472,0.781770992366412,0.754045801526718,0.785312977099237,0.687902046783626,0.612390350877193,0.694005847953216,58,"odd","Hainguerlot_2018"
1.26825550036535,1.66168409201266,0.944437317556584,1.53754823101223,0.832659932659933,0.798041016222834,0.833486378940924,0.726684040116876,0.651504382847666,0.7257758824923,59,"odd","Hainguerlot_2018"
1.7413269216898,0.793570475538406,1.24135652804362,1.20048662236201,0.84459706959707,0.870054945054945,0.868406593406593,0.635242718446602,0.690825242718447,0.697378640776699,61,"odd","Hainguerlot_2018"
0.777383395946426,0.580767756403493,0.828022303757826,0.942128976049964,0.686382225477629,0.712689983519502,0.718580235610084,0.577373343201238,0.630189060082083,0.646572024490345,62,"odd","Hainguerlot_2018"
1.48877759546957,1.48877759546957,0.0243653108500522,-0.00548985122590595,0.773626373626374,0.775091575091575,0.772161172161172,0.5,0.505355276907001,0.494644723092999,63,"odd","Hainguerlot_2018"
1.00945176219349,1.50553815818905,0.485282209344967,1.492307085872,0.791819403714565,0.727211632453568,0.795454545454545,0.727633555031109,0.570442680397626,0.738110562826289,64,"odd","Hainguerlot_2018"
1.26574397072873,0.75281735397821,0.486007989063,0.810714121688282,0.782137404580153,0.766595419847328,0.785770992366412,0.612966911474374,0.57320540156361,0.625128326620864,65,"odd","Hainguerlot_2018"
1.39343860146797,0.678481485907186,0.0508325284685306,0.776776623308508,0.77740293197571,0.718732748573882,0.783138072747347,0.608755760368664,0.501612903225806,0.61036866359447,1,"even","Hainguerlot_2018"
2.10315522261568,1.03839129864365,0.310541412612515,1.14661755577379,0.893345543345543,0.864774114774115,0.90030525030525,0.661274746499276,0.542732979237084,0.688254466441333,2,"even","Hainguerlot_2018"
0.751545523781763,0.704991815424432,0.35427658607986,0.780528754861409,0.697118913628578,0.676015414729631,0.708435282603377,0.607161981258367,0.562617135207497,0.63309906291834,5,"even","Hainguerlot_2018"
1.28589436330178,0.871664670164513,-0.0579983839163725,0.753631860859462,0.784497549019608,0.723498774509804,0.77999387254902,0.63622364368633,0.485074626865672,0.625167811734976,7,"even","Hainguerlot_2018"
1.28914404209794,0.589332233871293,0.577181806371617,0.768868603793876,0.775964300996393,0.781985451433462,0.785897671006785,0.584768740031898,0.602631578947368,0.617982456140351,8,"even","Hainguerlot_2018"
0.760216881346844,0.41011706015618,-0.112599905221486,0.359874202055438,0.66404563675609,0.627042861547949,0.666450817144619,0.55934199017695,0.479546524927673,0.56627195048106,9,"even","Hainguerlot_2018"
1.10141459222346,0.596044342272537,0.850209093124424,0.82069184080265,0.741871921182266,0.771613300492611,0.767764778325123,0.568471454880295,0.652891344383057,0.638674033149171,12,"even","Hainguerlot_2018"
0.962371183027094,0.982800350788431,0.0463522572053645,0.972923786791237,0.755386681315998,0.688671183543918,0.75691265336019,0.667619047619048,0.516119929453263,0.671746031746032,13,"even","Hainguerlot_2018"
0.930938429692294,0.445525446149734,0.0820402146944557,0.474154207178628,0.705679389312977,0.686839694656489,0.70763358778626,0.563638912251192,0.51394729464536,0.567493692178301,14,"even","Hainguerlot_2018"
1.21776477480077,2.32369562912713,-0.0355819061215287,0.35100800526539,0.764206799731429,0.730513336995666,0.757584081059635,0.585522746648066,0.499031233046578,0.566263659614043,15,"even","Hainguerlot_2018"
1.02573940190773,0.570010153630049,0.655799894959893,0.687417933458689,0.73126220703125,0.741180419921875,0.744049072265625,0.583451704545455,0.607492897727273,0.613955965909091,16,"even","Hainguerlot_2018"
1.00875730788804,0.680179678679318,0.39194093840679,0.723502777045231,0.733302808302808,0.717765567765568,0.740964590964591,0.603125,0.549360795454545,0.617009943181818,18,"even","Hainguerlot_2018"
1.49781110840135,1.35443578750912,1.0962882138163,1.50335350852743,0.841939815662577,0.832722944515657,0.856222913996216,0.691962730755834,0.657479972135145,0.73227969348659,19,"even","Hainguerlot_2018"
1.30697582273591,1.66692251519165,-0.190739187140677,1.53735557277268,0.84718137254902,0.726531862745098,0.84264705882353,0.777260638297872,0.456625469336671,0.765879224030038,20,"even","Hainguerlot_2018"
1.19778096187,1.28051846903677,-0.0193288003361882,1.32931396435557,0.811324786324786,0.731410256410256,0.814499389499389,0.712903225806452,0.517127496159754,0.720852534562212,22,"even","Hainguerlot_2018"
1.02741546068517,1.45588398541318,0.246980292702154,0.844779614988419,0.761887322224257,0.706677653665385,0.756943172801074,0.666349206349206,0.5331569664903,0.658553791887125,24,"even","Hainguerlot_2018"
0.961770537795944,1.0211715937236,0.365672180422456,0.94120398650055,0.762436672160166,0.707745834096319,0.75508148690716,0.679153439153439,0.554638447971781,0.662857142857143,26,"even","Hainguerlot_2018"
0.790365360919979,1.47473369660294,0.53977490664044,1.45494451250634,0.760927960927961,0.692704517704518,0.762148962148962,0.724799196787149,0.557530120481928,0.729852744310576,27,"even","Hainguerlot_2018"
1.53836357377583,1.16893654476138,0.868384968543457,1.25654543541921,0.834464209303747,0.825325508894187,0.844489271960389,0.694879832810867,0.635057471264368,0.719174503657262,29,"even","Hainguerlot_2018"
2.0239593146406,0.957914834984585,0.476290517755233,1.14980363396949,0.87141108050199,0.857483930211203,0.889868380777472,0.634345794392523,0.586448598130841,0.68886292834891,30,"even","Hainguerlot_2018"
1.08897596211296,0.246694415048306,0.903192842177649,0.920570424780966,0.720502960385766,0.768784715864005,0.770432765671733,0.542836257309942,0.650255847953216,0.653947368421053,31,"even","Hainguerlot_2018"
1.50866407488103,1.68017815573045,0.294755412762896,1.59287777042707,0.863217338217338,0.790842490842491,0.863339438339438,0.744300094639938,0.546588660414695,0.746666093091285,32,"even","Hainguerlot_2018"
1.19201068203886,0.488364667518465,0.209983334016054,0.467306571380241,0.745618320610687,0.74430534351145,0.755389312977099,0.558423913043478,0.55600845410628,0.582653985507246,33,"even","Hainguerlot_2018"
0.625389168263472,1.67175947195026,0.532525142314045,1.65261767670607,0.749265965255689,0.661304135062393,0.748807193540494,0.751985677083333,0.584505208333333,0.753873697916667,37,"even","Hainguerlot_2018"
0.765559055408632,-0.190263505614444,0.153556291670363,-0.0180621791796155,0.639840078129769,0.662516022706464,0.646188121833608,0.472623828647925,0.52095046854083,0.50756358768407,39,"even","Hainguerlot_2018"
0.977007782647601,0.625979355738776,0.721408838051018,0.976154544422745,0.732658429165647,0.73155737704918,0.755077073648153,0.604779927109616,0.61690496215307,0.651247546958228,40,"even","Hainguerlot_2018"
1.16717905190334,0.680635987568919,-0.224441634574369,0.611843433537602,0.762837009803922,0.71390931372549,0.754656862745098,0.605024743052912,0.480852683669585,0.58172820708032,41,"even","Hainguerlot_2018"
1.01291708567588,0.905439957058366,0.0229152193648362,0.945851220968228,0.760459995106435,0.699443356985564,0.765567653535601,0.656797539869842,0.520203103768862,0.665021812200529,43,"even","Hainguerlot_2018"
1.47720991335329,1.00043464879946,0.351563162430406,0.807937886824612,0.821954198473282,0.79630534351145,0.816763358778626,0.650778628581261,0.57029166308182,0.636625656026843,44,"even","Hainguerlot_2018"
1.10308621045981,0.23956085883507,-0.299896211874991,0.263774005550294,0.725080876518342,0.689312091802478,0.726026979185741,0.531519156519156,0.448062073062073,0.535974160974161,46,"even","Hainguerlot_2018"
0.918918887219759,0.553497649227889,-0.0253178361279355,0.432278826940464,0.719139194139194,0.670634920634921,0.708760683760684,0.588237342433317,0.478863430601017,0.568737377254683,47,"even","Hainguerlot_2018"
0.821379234508376,1.09844188742459,0.539401494337126,1.12345519559809,0.738186813186813,0.688064713064713,0.74539072039072,0.682463186077644,0.564156626506024,0.692737617135208,48,"even","Hainguerlot_2018"
0.942017956297179,0.777621262563441,-0.0210279252561292,0.803212516471744,0.722425685161448,0.688335469694195,0.736647744613319,0.598472105410709,0.512755817213345,0.636283992150266,49,"even","Hainguerlot_2018"
1.31734492028077,1.70118576440435,0.290583543781614,1.70830730582091,0.843236641221374,0.770167938931298,0.844763358778626,0.74869109947644,0.561337092227145,0.747603705195328,50,"even","Hainguerlot_2018"
0.883801215737378,0.676061126206698,0.249317241793124,0.351242212298793,0.693145751953125,0.687896728515625,0.690185546875,0.556415548675611,0.547058823529412,0.556346749226006,52,"even","Hainguerlot_2018"
1.41386502578483,1.30827424196454,0.429641354136107,1.30794094098629,0.816807184750733,0.770466764418377,0.832569648093842,0.68433197747184,0.557259073842303,0.700172090112641,53,"even","Hainguerlot_2018"
1.05810282618065,0.912192418246602,0.05786168473924,0.887278879696925,0.766587316120369,0.705090642739425,0.769730818531404,0.651023391812865,0.508077485380117,0.657894736842105,54,"even","Hainguerlot_2018"
3.49089400556729,2.11289994420516,1.94358226278842,2.23222396506748,0.968650793650794,0.965781440781441,0.973229548229548,0.812792642140468,0.713127090301003,0.820066889632107,56,"even","Hainguerlot_2018"
0.922545543714225,0.748282042263315,0.335139908744248,0.766407408673295,0.720979960899316,0.693578934506354,0.72699780058651,0.597221254962045,0.547008844627063,0.612089978410753,57,"even","Hainguerlot_2018"
1.32489438914743,1.0394125725023,0.108186872877726,0.945783358914631,0.806839694656489,0.761770992366412,0.805526717557252,0.659444220700765,0.543415223519936,0.655215465163109,58,"even","Hainguerlot_2018"
1.61284462198366,1.34026393184406,1.58241257236341,1.63657108200285,0.851606978879706,0.873859810223446,0.876522803795531,0.673224785165084,0.741383989145183,0.743781094527363,59,"even","Hainguerlot_2018"
1.54389767694678,1.11348433992384,1.68366392525817,1.72965670578961,0.839529914529915,0.869413919413919,0.872954822954823,0.681697963501719,0.751564841752623,0.767742219871286,61,"even","Hainguerlot_2018"
1.08648106422845,1.19859846117914,0.254548544724126,1.02795786195666,0.78224378929378,0.727217237380211,0.777086003784411,0.666040515653775,0.546298342541436,0.654327808471455,62,"even","Hainguerlot_2018"
1.46868361578524,1.46868361578524,0.293070574579246,0.288691833256024,0.768925518925519,0.791514041514041,0.791605616605617,0.5,0.56160199604233,0.561429923427686,63,"even","Hainguerlot_2018"
1.44077953881219,1.72387941568206,1.07399895081073,1.81765705786458,0.859879032258065,0.829484359726295,0.864766617790811,0.759863945578231,0.678146258503401,0.774447278911565,64,"even","Hainguerlot_2018"
1.19368624488775,1.17195260297649,0.37367508794415,1.19632984982084,0.801251908396947,0.750320610687023,0.803267175572519,0.68252688172043,0.560522273425499,0.685599078341014,65,"even","Hainguerlot_2018"
1.48182561585643,0.792681042412947,0.349750059745696,0.765739710721814,0.802208221189136,0.783000978712992,0.799914362613164,0.615300546448087,0.564943253467844,0.608196721311475,1,"odd","Hainguerlot_unpub"
1.30262606270237,0.867695310354464,0.356750968449792,0.921876222839576,0.800335877862595,0.773374045801527,0.799175572519084,0.642583732057416,0.555143540669856,0.645055821371611,6,"odd","Hainguerlot_unpub"
1.48472618796482,0.15688798723829,0.42993770370644,0.377238125926476,0.760824427480916,0.782534351145038,0.777862595419847,0.508438643165946,0.549467908214167,0.539033920851347,9,"odd","Hainguerlot_unpub"
1.10272506186039,1.4128126666425,0.631090116719166,1.3911768010406,0.800555453824086,0.746475004577916,0.802752853567723,0.720540935672515,0.619627192982456,0.732565789473684,10,"odd","Hainguerlot_unpub"
1.03100116829503,1.11269839289896,0.61397556512403,1.02319331305199,0.766495601173021,0.733687683284457,0.771810850439883,0.670171012054948,0.588169329969162,0.679247266610597,13,"odd","Hainguerlot_unpub"
0.751556939083248,1.15328857243431,0.800667563186765,1.22184643564398,0.741619770002447,0.707517739172987,0.751712747736726,0.6986328125,0.61611328125,0.712467447916667,14,"odd","Hainguerlot_unpub"
1.21501723084446,1.06950895374132,0.56323559798503,1.08626701047356,0.789932147441775,0.764747233938505,0.796503453756342,0.649942900647126,0.590064712599924,0.665207460982109,15,"odd","Hainguerlot_unpub"
1.62655620628302,1.65107649458467,0.964346527507463,1.85191761837541,0.8766515781747,0.840500367017372,0.888151455835576,0.74294670846395,0.637887495646116,0.765673981191223,16,"odd","Hainguerlot_unpub"
1.24578370409789,0.735699134159252,0.13081597322072,0.745346779007832,0.772635445362718,0.737924701561065,0.77551270278543,0.611467459324155,0.524522841051314,0.622340425531915,17,"odd","Hainguerlot_unpub"
0.875806008259104,1.02292559237068,0.668225142658853,1.07060290433287,0.736580882352941,0.718780637254902,0.746599264705882,0.653516057585825,0.613683554817276,0.678779069767442,20,"odd","Hainguerlot_unpub"
1.55672017396484,0.775565348425698,0.562282367977126,0.477443968335653,0.788675213675214,0.813766788766789,0.808241758241758,0.527109230362338,0.585118575332804,0.568632636868553,21,"odd","Hainguerlot_unpub"
0.608275593857518,0.168335271857934,0.150667430373301,0.481217781959379,0.620626376315146,0.633257890873501,0.65292390506484,0.515236983725605,0.524444012189587,0.566556441678013,22,"odd","Hainguerlot_unpub"
1.11383465994322,0.518639417263319,0.935012773236974,0.971545978718015,0.746184371184371,0.776678876678877,0.778754578754579,0.581897831897832,0.66030591030591,0.662978912978913,24,"odd","Hainguerlot_unpub"
0.679298735815733,0.715523054984032,0.359937724700505,0.735991684381797,0.683960820324457,0.659810223446587,0.687480869299051,0.602419091206277,0.557240928407976,0.610918600849951,25,"odd","Hainguerlot_unpub"
0.842611276042928,0.956615125835764,0.47942891730975,0.826956110979853,0.738320610687023,0.691969465648855,0.731480916030534,0.672982216142271,0.566005471956224,0.66125170998632,26,"odd","Hainguerlot_unpub"
1.54692052661623,1.4164360510683,0.722045228213109,0.780713042944328,0.82243648607285,0.821732476277931,0.827976737067646,0.622857142857143,0.614866071428571,0.631830357142857,27,"odd","Hainguerlot_unpub"
1.64216570106666,0.875632143768918,0.815173459126034,1.16061209003005,0.841846097381943,0.837808906288231,0.85830070956692,0.642722473604826,0.629949095022624,0.687028657616893,28,"odd","Hainguerlot_unpub"
1.11702487267794,0.657071168083601,0.643042737311382,0.938634311929662,0.756963575145393,0.757208448117539,0.776339149066422,0.613416988416988,0.613082863082863,0.655962280962281,29,"odd","Hainguerlot_unpub"
1.105999803195,1.1907513241834,0.178782666180789,1.13842070162578,0.788815101764742,0.7247740269323,0.785832872163807,0.686367686367686,0.527027027027027,0.679313929313929,30,"odd","Hainguerlot_unpub"
0.910550119534187,-0.0217391034308,0.107463559313154,0.262741819859896,0.671074380165289,0.683440465258647,0.697490052035507,0.485723239779929,0.497388397520719,0.5450588481092,31,"odd","Hainguerlot_unpub"
1.01210608578456,1.01181291350484,0.828106912839228,1.04779659840701,0.730575980392157,0.752113970588235,0.765410539215686,0.583189282627485,0.637208297320657,0.669043503313166,33,"odd","Hainguerlot_unpub"
0.968361142602975,1.20592542057474,-0.113006299054026,1.13425922993607,0.764396946564885,0.686412213740458,0.761129770992366,0.681569602272727,0.495845170454545,0.672975852272727,34,"odd","Hainguerlot_unpub"
1.97240967057651,0.76200053933732,-0.166973999163689,0.62769932868133,0.848835784313725,0.796997549019608,0.845833333333333,0.578195701357466,0.405118778280543,0.631740196078431,35,"odd","Hainguerlot_unpub"
1.49184417857245,0.80567709240024,0.966707357604045,0.998686538624051,0.799425708699902,0.830797898338221,0.831928152492669,0.574233716475096,0.663923719958203,0.666100661790317,36,"odd","Hainguerlot_unpub"
1.21680946098008,0.511393862995178,0.110805144876842,0.496646404247548,0.767419847328244,0.738625954198473,0.767175572519084,0.592924126172208,0.519956599240487,0.592187863287608,38,"odd","Hainguerlot_unpub"
1.17942844996546,1.09672409769073,0.30062997993821,1.05508539247143,0.78573668694725,0.733550774634636,0.792354011164775,0.649616368286445,0.558552274664807,0.663915368518949,39,"odd","Hainguerlot_unpub"
1.06996359045515,1.36845116138045,0.319490205649732,1.38343238967463,0.793570375829035,0.721751412429378,0.794706460329158,0.714917127071823,0.550497237569061,0.716979742173112,40,"odd","Hainguerlot_unpub"
1.17603490945359,1.26789497558704,1.10204854445639,1.43175592329966,0.789377289377289,0.791300366300366,0.807844932844933,0.656147696992767,0.669090216977541,0.703121431290445,42,"odd","Hainguerlot_unpub"
1.1287685835232,0.766223389305644,0.17422601784961,0.887962010532278,0.768035888671875,0.712066650390625,0.77178955078125,0.635335638144627,0.522363872082973,0.648768366464996,44,"odd","Hainguerlot_unpub"
0.83949023054868,1.25764818367088,0.132199182173016,1.12252589904976,0.753693528693529,0.676007326007326,0.747710622710623,0.698530912058763,0.523362579065497,0.68533632591988,46,"odd","Hainguerlot_unpub"
1.23578564712885,1.42741694410658,0.69812847161862,1.34982592082697,0.818518518518519,0.773921028466483,0.81867156412611,0.700913589645984,0.600190331176247,0.695241720593833,47,"odd","Hainguerlot_unpub"
1.33128376327994,1.10666303628918,0.991724674710798,1.20537874104608,0.769975490196078,0.808915441176471,0.817095588235294,0.554280598958333,0.659505208333333,0.681396484375,48,"odd","Hainguerlot_unpub"
0.948442991763138,1.1243795087556,0.119063597275386,0.974081425257589,0.746961832061069,0.690442748091603,0.751480916030534,0.657520325203252,0.512966077936642,0.67143257639473,49,"odd","Hainguerlot_unpub"
1.27714695870383,1.33493749187801,0.749881478133143,0.936638024600625,0.796710004272722,0.783159372520295,0.799090520661662,0.642933947772657,0.630069124423963,0.656221198156682,51,"odd","Hainguerlot_unpub"
0.86134983279465,0.491566020284613,-0.234500369007293,0.729917052583749,0.708699633699634,0.65497557997558,0.727533577533578,0.592638458892329,0.472308221534228,0.634640522875817,52,"odd","Hainguerlot_unpub"
1.05867909650329,0.352786054498891,0.312350241505946,0.538612293468037,0.726664221529433,0.726052937221102,0.736750412616908,0.557931286549708,0.557894736842105,0.578983918128655,53,"odd","Hainguerlot_unpub"
1.59778736116844,0.3901358006896,0.285730829763419,0.78768509781149,0.809823831661365,0.80018962564228,0.832364815267923,0.570911257792446,0.535524385771911,0.638980564723139,56,"odd","Hainguerlot_unpub"
1.20362409288458,0.9588090750381,0.294575137634929,0.981180237202687,0.78446275946276,0.742796092796093,0.786050061050061,0.656221198156682,0.544815668202765,0.659331797235023,57,"odd","Hainguerlot_unpub"
0.986400203209766,0.571397480553008,0.480994063189566,0.587890282506906,0.714828431372549,0.720680147058824,0.7296875,0.557670454545455,0.576136363636364,0.595063920454545,58,"odd","Hainguerlot_unpub"
1.20810472595951,0.601412358833491,-0.113191094592542,0.733900473759668,0.754564950980392,0.705790441176471,0.766482843137255,0.576461988304094,0.486147660818713,0.595431286549708,63,"odd","Hainguerlot_unpub"
1.21961736428673,1.52307318040225,0.479250785221851,1.47533266169897,0.825550875907954,0.753830189830922,0.824940487090277,0.745622119815668,0.568817204301075,0.74105222734255,64,"odd","Hainguerlot_unpub"
0.981842492567843,0.759867912375522,0.984142614931678,1.11243945105393,0.743360117769736,0.760381524872723,0.768968901429185,0.595964839424142,0.657080564784053,0.663067552602436,66,"odd","Hainguerlot_unpub"
1.65891845316925,1.13511840550623,1.05954638369461,1.30428266760245,0.849394613293798,0.851402273288856,0.861595008648381,0.667254635911352,0.631478968792402,0.685888738127544,67,"odd","Hainguerlot_unpub"
1.85055648178072,1.06666485204716,0.695290092211347,1.26302722864641,0.870937194525904,0.857313049853372,0.882178641251222,0.672353870458136,0.615955766192733,0.707688256977356,69,"odd","Hainguerlot_unpub"
1.67270425665109,0.829042265749165,0.545938669648065,0.948756811395059,0.82811353070712,0.81419745534622,0.837625397602153,0.6467258794845,0.583289794496691,0.665926506443748,1,"even","Hainguerlot_unpub"
0.964025981094444,0.872718913056709,0.527145390338187,0.791874014871539,0.742503816793893,0.721435114503817,0.738534351145038,0.613403880070547,0.571569664902998,0.604691358024691,6,"even","Hainguerlot_unpub"
1.01458595913414,0.298675666709211,0.282698455278417,0.318698449856848,0.702839694656489,0.711083969465649,0.714931297709924,0.531153630501822,0.524600504625736,0.546958228202972,9,"even","Hainguerlot_unpub"
1.19428414380334,1.38828170527146,0.864459899400695,1.53553667149357,0.813037905145578,0.78502105841421,0.822041140206311,0.715284178187404,0.647964669738863,0.739784946236559,10,"even","Hainguerlot_unpub"
0.559206581134476,0.707177310062666,0.355673479683439,0.694384679056995,0.677480449657869,0.630376344086022,0.674975562072336,0.670880503144654,0.546415094339623,0.671477987421384,13,"even","Hainguerlot_unpub"
